Year,OPRHP Region,County,Facility,Attendance
2019,Allegany,Chautauqua,Sunset Bay MarinePark,21237
2018,Allegany,Chautauqua,Sunset Bay MarinePark,27298
2017,Allegany,Chautauqua,Sunset Bay MarinePark,16862
2016,Allegany,,Sunset Bay MarinePark,16953
2015,Allegany,,Sunset Bay MarinePark,0
2020,Taconic,Putnam,Taconic Outdoor Education Center,732
2019,Taconic,Putnam,Taconic Outdoor Education Center,894
2018,Taconic,Putnam,Taconic Outdoor Education Center,9485
2017,Taconic,Putnam,Taconic Outdoor Education Center,11399
2016,Taconic,Putnam,Taconic Outdoor Education Center,13899
2015,Taconic,Putnam,Taconic Outdoor Education Center,23252
2014,Taconic,Putnam,Taconic Outdoor Education Center,20138
2013,Taconic,Putnam,Taconic Outdoor Education Center,16282
2012,Taconic,Putnam,Taconic Outdoor Education Center,13764
2011,Taconic,Putnam,Taconic Outdoor Education Center,22144
2010,Taconic,Putnam,Taconic Outdoor Education Center,19651
2009,Taconic,Putnam,Taconic Outdoor Education Center,17661
2008,Taconic,Putnam,Taconic Outdoor Education Center,19149
2007,Taconic,Putnam,Taconic Outdoor Education Center,18087
2006,Taconic,Putnam,Taconic Outdoor Education Center,17517
2005,Taconic,Putnam,Taconic Outdoor Education Center,23699
2004,Taconic,Putnam,Taconic Outdoor Education Center,21851
2003,Taconic,Putnam,Taconic Outdoor Education Center,25610
2020,Palisades,Rockland,Tallman Mountain St Pk,545969
2019,Palisades,Rockland,Tallman Mountain St Pk,361922
2018,Palisades,Rockland,Tallman Mountain St Pk,378361
2017,Palisades,Rockland,Tallman Mountain St Pk,338025
2016,Palisades,Orange,Tallman Mountain St Pk,353483
2015,Palisades,Orange,Tallman Mountain St Pk,300319
2014,Palisades,Rockland,Tallman Mountain St Pk,293615
2013,Palisades,Rockland,Tallman Mountain St Pk,273248
2012,Palisades,Rockland,Tallman Mountain St Pk,258171
2011,Palisades,Rockland,Tallman Mountain St Pk,242360
2010,Palisades,Rockland,Tallman Mountain St Pk,235848
2009,Palisades,Rockland,Tallman Mountain St Pk,265106
2008,Palisades,Rockland,Tallman Mountain St Pk,291080
2007,Palisades,Rockland,Tallman Mountain St Pk,302441
2006,Palisades,Rockland,Tallman Mountain St Pk,292169
2005,Palisades,Rockland,Tallman Mountain St Pk,321519
2004,Palisades,Rockland,Tallman Mountain St Pk,333853
2003,Palisades,Rockland,Tallman Mountain St Pk,348298
2020,Finger Lakes,Tompkins,Taughannock Falls St Pk,606202
2019,Finger Lakes,Tompkins,Taughannock Falls St Pk,577391
2018,Finger Lakes,Tompkins,Taughannock Falls St Pk,479305
2017,Finger Lakes,Tompkins,Taughannock Falls St Pk,573970
2016,Finger Lakes,Tompkins,Taughannock Falls St Pk,563851
2015,Finger Lakes,Tompkins,Taughannock Falls St Pk,560835
2014,Finger Lakes,Tompkins,Taughannock Falls St Pk,434090
2013,Finger Lakes,Tompkins,Taughannock Falls St Pk,449902
2012,Finger Lakes,Tompkins,Taughannock Falls St Pk,484005
2011,Finger Lakes,Tompkins,Taughannock Falls St Pk,413748
2010,Finger Lakes,Tompkins,Taughannock Falls St Pk,427352
2009,Finger Lakes,Tompkins,Taughannock Falls St Pk,428700
2008,Finger Lakes,Tompkins,Taughannock Falls St Pk,412873
2007,Finger Lakes,Tompkins,Taughannock Falls St Pk,525669
2006,Finger Lakes,Tompkins,Taughannock Falls St Pk,441203
2005,Finger Lakes,Tompkins,Taughannock Falls St Pk,389251
2004,Finger Lakes,Tompkins,Taughannock Falls St Pk,313615
2003,Finger Lakes,Tompkins,Taughannock Falls St Pk,352854
2020,Saratoga/Capital,Albany,Thompson Lake St Pk,64180
2019,Saratoga/Capital,Albany,Thompson Lake St Pk,66275
2018,Saratoga/Capital,Albany,Thompson Lake St Pk,61820
2017,Saratoga/Capital,Albany,Thompson Lake St Pk,70026
2016,Saratoga,Albany,Thompson Lake St Pk,62633
2015,Saratoga,Albany,Thompson Lake St Pk,68797
2014,Saratoga,Albany,Thompson Lake St Pk,63934
2013,Saratoga,Albany,Thompson Lake St Pk,60981
2012,Saratoga,Albany,Thompson Lake St Pk,58557
2011,Saratoga,Albany,Thompson Lake St Pk,38044
2010,Saratoga,Albany,Thompson Lake St Pk,57043
2009,Saratoga,Albany,Thompson Lake St Pk,58642
2008,Saratoga,Albany,Thompson Lake St Pk,56983
2007,Saratoga,Albany,Thompson Lake St Pk,55428
2006,Saratoga,Albany,Thompson Lake St Pk,51286
2005,Saratoga,Albany,Thompson Lake St Pk,48334
2004,Saratoga,Albany,Thompson Lake St Pk,48304
2003,Saratoga,Albany,Thompson Lake St Pk,50178
2016,Thousand Islands,Jefferson,Thousand Island Admin.,0
2015,Thousand Islands,Jefferson,Thousand Island Admin.,0
2014,Thousand Islands,Jefferson,Thousand Island Admin.,0
2013,Thousand Islands,Jefferson,Thousand Island Admin.,0
2012,Thousand Islands,Jefferson,Thousand Island Admin.,0
2011,Thousand Islands,Jefferson,Thousand Island Admin.,0
2010,Thousand Islands,Jefferson,Thousand Island Admin.,0
2009,Thousand Islands,Jefferson,Thousand Island Admin.,0
2008,Thousand Islands,Jefferson,Thousand Island Admin.,0
2007,Thousand Islands,Jefferson,Thousand Island Admin.,0
2006,Thousand Islands,Jefferson,Thousand Island Admin.,0
2005,Thousand Islands,Jefferson,Thousand Island Admin.,1
2004,Thousand Islands,Jefferson,Thousand Island Admin.,0
2003,Thousand Islands,Jefferson,Thousand Island Admin.,0
2020,Palisades,Orange/Rockland,Tiorati,471823
2019,Palisades,Orange/Rockland,Tiorati,261656
2018,Palisades,Orange,Tiorati,199038
2017,Palisades,Orange,Tiorati,213908
2016,Palisades,Orange,Tiorati,251659
2015,Palisades,Orange,Tiorati,253957
2014,Palisades,Orange,Tiorati,211829
2013,Palisades,Orange,Tiorati,154110
2012,Palisades,Orange,Tiorati,208587
2011,Palisades,Orange,Tiorati,166353
2010,Palisades,Orange,Tiorati,179087
2009,Palisades,Orange,Tiorati,264169
2008,Palisades,Orange,Tiorati,246902
2007,Palisades,Orange,Tiorati,232105
2006,Palisades,Orange,Tiorati,256816
2005,Palisades,Orange,Tiorati,266906
2004,Palisades,Orange,Tiorati,267817
2003,Palisades,Orange,Tiorati,244992
2020,Long Island,Nassau,Trailview,274243
2019,Long Island,Nassau,Trailview,157257
2018,Long Island,Nassau/Suffolk,Trailview,151539
2017,Long Island,Nassau/Suffolk,Trailview,131933
2016,Long Island,Nassau/Suffolk,Trailview,137174
2015,Long Island,Nassau/Suffolk,Trailview,138030
2014,Long Island,Nassau/Suffolk,Trailview,138005
2013,Long Island,Nassau/Suffolk,Trailview,126168
2012,Long Island,Nassau/Suffolk,Trailview,118825
2011,Long Island,Nassau/Suffolk,Trailview,121714
2010,Long Island,Nassau/Suffolk,Trailview,123267
2009,Long Island,Nassau/Suffolk,Trailview,111068
2008,Long Island,Nassau/Suffolk,Trailview,98937
2007,Long Island,Nassau/Suffolk,Trailview,108031
2006,Long Island,Nassau/Suffolk,Trailview,85589
2005,Long Island,Nassau/Suffolk,Trailview,42380
2004,Long Island,Nassau/Suffolk,Trailview,35577
2003,Long Island,Nassau/Suffolk,Trailview,0
2020,Long Island,Nassau,Valley Stream St Pk,416271
2019,Long Island,Nassau,Valley Stream St Pk,331673
2018,Long Island,Nassau,Valley Stream St Pk,297375
2017,Long Island,Nassau,Valley Stream St Pk,305502
2016,Long Island,Nassau,Valley Stream St Pk,287504
2015,Long Island,Nassau,Valley Stream St Pk,255308
2014,Long Island,Nassau,Valley Stream St Pk,267789
2013,Long Island,Nassau,Valley Stream St Pk,244776
2012,Long Island,Nassau,Valley Stream St Pk,253745
2011,Long Island,Nassau,Valley Stream St Pk,249615
2010,Long Island,Nassau,Valley Stream St Pk,266657
2009,Long Island,Nassau,Valley Stream St Pk,253614
2008,Long Island,Nassau,Valley Stream St Pk,217023
2007,Long Island,Nassau,Valley Stream St Pk,166400
2006,Long Island,Nassau,Valley Stream St Pk,170797
2005,Long Island,Nassau,Valley Stream St Pk,171317
2004,Long Island,Nassau,Valley Stream St Pk,162575
2003,Long Island,Nassau,Valley Stream St Pk,156508
2020,Central,Oneida,Verona Beach State Park,194953
2019,Central,Oneida,Verona Beach State Park,152681
2018,Central,Oneida,Verona Beach State Park,211043
2017,Central,Oneida,Verona Beach State Park,247016
2016,Central,Oneida,Verona Beach State Park,117378
2015,Central,Oneida,Verona Beach State Park,178995
2014,Central,Oneida,Verona Beach State Park,206438
2013,Central,Oneida,Verona Beach State Park,202197
2012,Central,Oneida,Verona Beach State Park,222010
2011,Central,Oneida,Verona Beach State Park,204940
2010,Central,Oneida,Verona Beach State Park,275314
2009,Central,Oneida,Verona Beach State Park,230380
2008,Central,Oneida,Verona Beach State Park,125553
2007,Central,Oneida,Verona Beach State Park,154623
2006,Central,Oneida,Verona Beach State Park,141367
2005,Central,Oneida,Verona Beach State Park,160967
2004,Central,Oneida,Verona Beach State Park,150938
2003,Central,Oneida,Verona Beach State Park,173790
2020,Taconic,Dutchess/Ulster,Walkway Over The Hudson,557672
2019,Taconic,Dutchess/Ulster,Walkway Over The Hudson,621280
2018,Taconic,Dutchess/Ulster,Walkway Over The Hudson,558224
2017,Taconic,Dutchess/Ulster,Walkway Over The Hudson,593868
2016,Taconic,Dutchess/Ulster,Walkway Over The Hudson,547722
2015,Taconic,Dutchess/Ulster,Walkway Over The Hudson,449283
2014,Taconic,Dutchess/Ulster,Walkway Over The Hudson,425052
2013,Taconic,Dutchess/Ulster,Walkway Over The Hudson,709573
2012,Taconic,Dutchess/Ulster,Walkway Over The Hudson,525760
2011,Taconic,Dutchess/Ulster,Walkway Over The Hudson,432937
2010,Taconic,Dutchess/Ulster,Walkway Over The Hudson,409669
2009,Taconic,Dutchess/Ulster,Walkway Over The Hudson,440068
2008,Taconic,Dutchess/Ulster,Walkway Over The Hudson,0
2007,Taconic,Dutchess/Ulster,Walkway Over The Hudson,0
2006,Taconic,Dutchess/Ulster,Walkway Over The Hudson,0
2005,Taconic,Dutchess/Ulster,Walkway Over The Hudson,0
2004,Taconic,Dutchess/Ulster,Walkway Over The Hudson,0
2003,Taconic,Dutchess/Ulster,Walkway Over The Hudson,0
2020,Long Island,Suffolk,Walt Whitman House,1705
2019,Long Island,Suffolk,Walt Whitman House,7053
2018,Long Island,Suffolk,Walt Whitman House,4304
2017,Long Island,Suffolk,Walt Whitman House,6494
2016,Long Island,Suffolk,Walt Whitman House,8890
2015,Long Island,Suffolk,Walt Whitman House,9152
2014,Long Island,Suffolk,Walt Whitman House,4609
2013,Long Island,Suffolk,Walt Whitman House,6743
2012,Long Island,Suffolk,Walt Whitman House,5827
2011,Long Island,Suffolk,Walt Whitman House,7748
2010,Long Island,Suffolk,Walt Whitman House,7481
2009,Long Island,Suffolk,Walt Whitman House,7156
2008,Long Island,Suffolk,Walt Whitman House,17576
2007,Long Island,Suffolk,Walt Whitman House,18031
2006,Long Island,Suffolk,Walt Whitman House,16737
2005,Long Island,Suffolk,Walt Whitman House,16745
2004,Long Island,Suffolk,Walt Whitman House,16654
2003,Long Island,Suffolk,Walt Whitman House,13571
2018,Palisades,Orange,Washington Headquarters,24099
2017,Palisades,Orange,Washington Headquarters,27679
2016,Palisades,Orange,Washington Headquarters,26391
2015,Palisades,Orange,Washington Headquarters,21788
2014,Palisades,Orange,Washington Headquarters,18673
2013,Palisades,Orange,Washington Headquarters,22024
2012,Palisades,Orange,Washington Headquarters,19426
2011,Palisades,Orange,Washington Headquarters,20028
2010,Palisades,Orange,Washington Headquarters,20092
2009,Palisades,Orange,Washington Headquarters,22025
2008,Palisades,Orange,Washington Headquarters,22925
2007,Palisades,Orange,Washington Headquarters,19745
2006,Palisades,Orange,Washington Headquarters,19909
2005,Palisades,Orange,Washington Headquarters,19423
2004,Palisades,Orange,Washington Headquarters,17914
2003,Palisades,Orange,Washington Headquarters,21796
2020,Palisades,Orange,Washington Headquarters (including Tower of Victory),14798
2019,Palisades,Orange,Washington Headquarters (including Tower of Victory),33280
2020,Thousand Islands,Jefferson,Waterson Point Docking,1804
2019,Thousand Islands,Jefferson,Waterson Point Docking,1613
2018,Thousand Islands,Jefferson,Waterson Point Docking,1848
2017,Thousand Islands,Jefferson,Waterson Point Docking,0
2016,Thousand Islands,Jefferson,Waterson Point Docking,1680
2015,Thousand Islands,Jefferson,Waterson Point Docking,1692
2014,Thousand Islands,Jefferson,Waterson Point Docking,1600
2013,Thousand Islands,Jefferson,Waterson Point Docking,2075
2012,Thousand Islands,Jefferson,Waterson Point Docking,1980
2011,Thousand Islands,Jefferson,Waterson Point Docking,1983
2010,Thousand Islands,Jefferson,Waterson Point Docking,1680
2009,Thousand Islands,Jefferson,Waterson Point Docking,1454
2008,Thousand Islands,Jefferson,Waterson Point Docking,955
2007,Thousand Islands,Jefferson,Waterson Point Docking,1547
2006,Thousand Islands,Jefferson,Waterson Point Docking,871
2005,Thousand Islands,Jefferson,Waterson Point Docking,820
2004,Thousand Islands,Jefferson,Waterson Point Docking,478
2003,Thousand Islands,Jefferson,Waterson Point Docking,1086
2020,Finger Lakes,Schuyler,Watkins Glen St Pk,663402
2019,Finger Lakes,Schuyler,Watkins Glen St Pk,1037138
2018,Finger Lakes,Schuyler,Watkins Glen St Pk,973972
2017,Finger Lakes,Schuyler,Watkins Glen St Pk,786594
2016,Finger Lakes,Schuyler,Watkins Glen St Pk,904153
2015,Finger Lakes,Schuyler,Watkins Glen St Pk,838534
2014,Finger Lakes,Schuyler,Watkins Glen St Pk,715206
2013,Finger Lakes,Schuyler,Watkins Glen St Pk,632140
2012,Finger Lakes,Schuyler,Watkins Glen St Pk,590129
2011,Finger Lakes,Schuyler,Watkins Glen St Pk,520502
2010,Finger Lakes,Schuyler,Watkins Glen St Pk,483701
2009,Finger Lakes,Schuyler,Watkins Glen St Pk,462103
2008,Finger Lakes,Schuyler,Watkins Glen St Pk,431688
2007,Finger Lakes,Schuyler,Watkins Glen St Pk,438549
2006,Finger Lakes,Schuyler,Watkins Glen St Pk,384366
2005,Finger Lakes,Schuyler,Watkins Glen St Pk,392931
2004,Finger Lakes,Schuyler,Watkins Glen St Pk,386316
2003,Finger Lakes,Schuyler,Watkins Glen St Pk,367132
2020,Thousand Islands,Jefferson,Wehle State Park,93048
2019,Thousand Islands,Jefferson,Wehle State Park,84845
2018,Thousand Islands,Jefferson,Wehle State Park,76479
2017,Thousand Islands,Jefferson,Wehle State Park,62070
2016,Thousand Islands,Jefferson,Wehle State Park,72830
2015,Thousand Islands,Jefferson,Wehle State Park,79241
2014,Thousand Islands,Jefferson,Wehle State Park,75842
2013,Thousand Islands,Jefferson,Wehle State Park,75054
2012,Thousand Islands,Jefferson,Wehle State Park,66892
2011,Thousand Islands,Jefferson,Wehle State Park,53836
2010,Thousand Islands,Jefferson,Wehle State Park,44994
2009,Thousand Islands,Jefferson,Wehle State Park,39742
2008,Thousand Islands,Jefferson,Wehle State Park,30046
2007,Thousand Islands,Jefferson,Wehle State Park,26173
2006,Thousand Islands,Jefferson,Wehle State Park,27100
2005,Thousand Islands,Jefferson,Wehle State Park,20113
2004,Thousand Islands,Jefferson,Wehle State Park,16705
2003,Thousand Islands,Jefferson,Wehle State Park,0
2020,Thousand Islands,Jefferson,Wellesley Island St Pk,211266
2019,Thousand Islands,Jefferson,Wellesley Island St Pk,200937
2018,Thousand Islands,Jefferson,Wellesley Island St Pk,222841
2017,Thousand Islands,Jefferson,Wellesley Island St Pk,214515
2016,Thousand Islands,Jefferson,Wellesley Island St Pk,211093
2015,Thousand Islands,Jefferson,Wellesley Island St Pk,203356
2014,Thousand Islands,Jefferson,Wellesley Island St Pk,204017
2013,Thousand Islands,Jefferson,Wellesley Island St Pk,195373
2012,Thousand Islands,Jefferson,Wellesley Island St Pk,215638
2011,Thousand Islands,Jefferson,Wellesley Island St Pk,210120
2010,Thousand Islands,Jefferson,Wellesley Island St Pk,200400
2009,Thousand Islands,Jefferson,Wellesley Island St Pk,197448
2008,Thousand Islands,Jefferson,Wellesley Island St Pk,209845
2007,Thousand Islands,Jefferson,Wellesley Island St Pk,215373
2006,Thousand Islands,Jefferson,Wellesley Island St Pk,180115
2005,Thousand Islands,Jefferson,Wellesley Island St Pk,175272
2004,Thousand Islands,Jefferson,Wellesley Island St Pk,197165
2003,Thousand Islands,Jefferson,Wellesley Island St Pk,203955
2020,Thousand Islands,Jefferson,Westcott Beach St Pk,142744
2019,Thousand Islands,Jefferson,Westcott Beach St Pk,106727
2018,Thousand Islands,Jefferson,Westcott Beach St Pk,112096
2017,Thousand Islands,Jefferson,Westcott Beach St Pk,93000
2016,Thousand Islands,Jefferson,Westcott Beach St Pk,136133
2015,Thousand Islands,Jefferson,Westcott Beach St Pk,135847
2014,Thousand Islands,Jefferson,Westcott Beach St Pk,127115
2013,Thousand Islands,Jefferson,Westcott Beach St Pk,133125
2012,Thousand Islands,Jefferson,Westcott Beach St Pk,144630
2011,Thousand Islands,Jefferson,Westcott Beach St Pk,127236
2010,Thousand Islands,Jefferson,Westcott Beach St Pk,125945
2009,Thousand Islands,Jefferson,Westcott Beach St Pk,110018
2008,Thousand Islands,Jefferson,Westcott Beach St Pk,108480
2007,Thousand Islands,Jefferson,Westcott Beach St Pk,115780
2006,Thousand Islands,Jefferson,Westcott Beach St Pk,111807
2005,Thousand Islands,Jefferson,Westcott Beach St Pk,118624
2004,Thousand Islands,Jefferson,Westcott Beach St Pk,101580
2003,Thousand Islands,Jefferson,Westcott Beach St Pk,108888
2020,Thousand Islands,Lewis,Whetstone Gulf,77360
2019,Thousand Islands,Lewis,Whetstone Gulf,42067
2018,Thousand Islands,Lewis,Whetstone Gulf,106384
2017,Thousand Islands,Lewis,Whetstone Gulf,107046
2016,Thousand Islands,Lewis,Whetstone Gulf,111388
2015,Thousand Islands,Lewis,Whetstone Gulf,120099
2014,Thousand Islands,Lewis,Whetstone Gulf,118577
2013,Thousand Islands,Lewis,Whetstone Gulf,114632
2012,Thousand Islands,Lewis,Whetstone Gulf,116310
2011,Thousand Islands,Lewis,Whetstone Gulf,122764
2010,Thousand Islands,Lewis,Whetstone Gulf,124227
2009,Thousand Islands,Lewis,Whetstone Gulf,86645
2008,Thousand Islands,Lewis,Whetstone Gulf,90312
2007,Thousand Islands,Lewis,Whetstone Gulf,129354
2006,Thousand Islands,Lewis,Whetstone Gulf,49879
2005,Thousand Islands,Lewis,Whetstone Gulf,82856
2004,Thousand Islands,Lewis,Whetstone Gulf,85343
2003,Thousand Islands,Lewis,Whetstone Gulf,112686
2020,Niagara,Niagara,Whirlpool,242852
2019,Niagara,Niagara,Whirlpool,417994
2018,Niagara,Niagara,Whirlpool,412289
2017,Niagara,Niagara,Whirlpool,394472
2016,Niagara,Niagara,Whirlpool,364528
2015,Niagara,Niagara,Whirlpool,347761
2014,Niagara,Niagara,Whirlpool,306841
2013,Niagara,Niagara,Whirlpool,501071
2012,Niagara,Niagara,Whirlpool,258948
2011,Niagara,Niagara,Whirlpool,492530
2010,Niagara,Niagara,Whirlpool,221223
2009,Niagara,Niagara,Whirlpool,176503
2008,Niagara,Niagara,Whirlpool,229612
2007,Niagara,Niagara,Whirlpool,244255
2006,Niagara,Niagara,Whirlpool,253260
2005,Niagara,Niagara,Whirlpool,268625
2004,Niagara,Niagara,Whirlpool,262210
2003,Niagara,Niagara,Whirlpool,298830
2020,Long Island,Suffolk,Wildwood State Park,567233
2019,Long Island,Suffolk,Wildwood State Park,447597
2018,Long Island,Suffolk,Wildwood State Park,455561
2017,Long Island,Suffolk,Wildwood State Park,335236
2016,Long Island,Suffolk,Wildwood State Park,317675
2015,Long Island,Suffolk,Wildwood State Park,304321
2014,Long Island,Suffolk,Wildwood State Park,298990
2013,Long Island,Suffolk,Wildwood State Park,313196
2012,Long Island,Suffolk,Wildwood State Park,270973
2011,Long Island,Suffolk,Wildwood State Park,274011
2010,Long Island,Suffolk,Wildwood State Park,290922
2009,Long Island,Suffolk,Wildwood State Park,274000
2008,Long Island,Suffolk,Wildwood State Park,280529
2007,Long Island,Suffolk,Wildwood State Park,288028
2006,Long Island,Suffolk,Wildwood State Park,316267
2005,Long Island,Suffolk,Wildwood State Park,278550
2004,Long Island,Suffolk,Wildwood State Park,260414
2003,Long Island,Suffolk,Wildwood State Park,334322
2020,Thousand Islands,St Lawrence,Wilson Hill Boat Launch,8704
2019,Thousand Islands,St Lawrence,Wilson Hill Boat Launch,8406
2018,Thousand Islands,St Lawrence,Wilson Hill Boat Launch,8244
2017,Thousand Islands,St Lawrence,Wilson Hill Boat Launch,8694
2016,Thousand Islands,St Lawrence,Wilson Hill Boat Launch,8798
2015,Thousand Islands,St Lawrence,Wilson Hill Boat Launch,8932
2014,Thousand Islands,St Lawrence,Wilson Hill Boat Launch,9248
2013,Thousand Islands,St Lawrence,Wilson Hill Boat Launch,9203
2012,Thousand Islands,St Lawrence,Wilson Hill Boat Launch,9303
2011,Thousand Islands,St Lawrence,Wilson Hill Boat Launch,8591
2010,Thousand Islands,St Lawrence,Wilson Hill Boat Launch,8636
2009,Thousand Islands,St Lawrence,Wilson Hill Boat Launch,9885
2008,Thousand Islands,St Lawrence,Wilson Hill Boat Launch,9915
2007,Thousand Islands,St Lawrence,Wilson Hill Boat Launch,10776
2006,Thousand Islands,St Lawrence,Wilson Hill Boat Launch,12124
2005,Thousand Islands,St Lawrence,Wilson Hill Boat Launch,12835
2004,Thousand Islands,St Lawrence,Wilson Hill Boat Launch,13788
2003,Thousand Islands,St Lawrence,Wilson Hill Boat Launch,15289
